,,200,2000,600
19/09:00:36,255.35,255.2997895,255.2869248,255.2796885
19/09:00:36,255.35,255.3002891,255.2869878,255.2799225
19/09:00:37,255.25,255.2997887,255.2869508,255.2798229
19/09:00:37,255.3,255.2997908,255.2869639,255.2798901
19/09:00:37,255.3,255.2997929,255.2869769,255.279957
19/09:00:37,255.3,255.299795,255.2869899,255.2800237
19/09:00:37,255.3,255.299797,255.2870029,255.2800902
19/09:00:37,255.3,255.299799,255.2870159,255.2801564
19/09:00:38,255.25,255.2993035,255.2869789,255.2800561
19/09:00:38,255.25,255.2988129,255.286942,255.279956
19/09:00:38,255.25,255.2983272,255.286905,255.2798564
19/09:00:38,255.25,255.2978464,255.2868682,255.279757
19/09:00:38,255.25,255.2973703,255.2868313,255.279658
19/09:00:39,255.15,255.2959039,255.2866945,255.2792265
19/09:00:39,255.2,255.2949496,255.2866079,255.2789629
19/09:00:39,255.2,255.2940049,255.2865213,255.2787001
19/09:00:39,255.25,255.293567,255.2864848,255.2786046
19/09:00:39,255.25,255.2931335,255.2864484,255.2785094
19/09:00:39,255.25,255.2927043,255.2864119,255.2784145
19/09:00:39,255.25,255.2922794,255.2863755,255.27832
19/09:00:39,255.25,255.2918587,255.2863392,255.2782257
19/09:00:39,255.2,255.2909447,255.2862529,255.2779654
19/09:00:39,255.25,255.2905373,255.2862166,255.2778723
19/09:00:40,255.25,255.2901339,255.2861804,255.2777796
19/09:00:40,255.25,255.2897346,255.2861443,255.2776871
19/09:00:40,255.25,255.2893392,255.2861082,255.277595
19/09:00:40,255.25,255.2889478,255.2860721,255.2775032
19/09:00:40,255.25,255.2885602,255.286036,255.2774116
19/09:00:40,255.2,255.287679,255.28595,255.277154
19/09:00:40,255.25,255.2873041,255.2859141,255.2770637
19/09:00:40,255.25,255.2869329,255.2858782,255.2769736
19/09:00:40,255.2,255.2860679,255.2857924,255.2767175
19/09:00:40,255.2,255.2852115,255.2857066,255.2764622
19/09:00:40,255.2,255.2843637,255.2856209,255.2762077
19/09:00:40,255.2,255.2835242,255.2855354,255.2759541
19/09:00:40,255.2,255.2826931,255.2854499,255.2757013
19/09:00:40,255.2,255.2818703,255.2853645,255.2754494
19/09:00:41,255.2,255.2810557,255.2852791,255.2751983
19/09:00:41,255.2,255.2802492,255.2851939,255.2749481
19/09:00:41,255.2,255.2794507,255.2851088,255.2746987
19/09:00:41,255.2,255.2786601,255.2850237,255.2744501
19/09:00:41,255.2,255.2778774,255.2849387,255.2742024
19/09:00:41,255.25,255.2776,255.2849038,255.2741218
19/09:00:41,255.25,255.2773254,255.2848689,255.2740415
19/09:00:42,255.2,255.276556,255.2847841,255.2737951
19/09:00:42,255.2,255.2757942,255.2846993,255.2735496
19/09:00:42,255.15,255.2745426,255.2845647,255.2731384
19/09:00:42,255.2,255.2738008,255.2844802,255.272895
19/09:00:42,255.15,255.272569,255.2843458,255.2724861
19/09:00:42,255.2,255.2718469,255.2842615,255.2722448
19/09:00:43,255.15,255.2706345,255.2841273,255.271838
19/09:00:43,255.15,255.2694342,255.2839932,255.2714326
19/09:00:43,255.2,255.2687433,255.2839093,255.2711949
19/09:00:43,255.2,255.2680593,255.2838254,255.270958
19/09:00:43,255.2,255.2673821,255.2837416,255.2707218
19/09:00:43,255.2,255.2667116,255.2836579,255.2704865
19/09:00:43,255.2,255.2660478,255.2835743,255.2702519
19/09:00:43,255.2,255.2653906,255.2834908,255.2700181
19/09:00:43,255.2,255.2647399,255.2834073,255.2697851
19/09:00:43,255.2,255.2640958,255.2833239,255.2695529
19/09:00:43,255.2,255.263458,255.2832407,255.2693214
19/09:00:44,255.15,255.2623291,255.2831075,255.2689244
19/09:00:44,255.15,255.2612114,255.2829744,255.2685286
19/09:00:44,255.15,255.2601048,255.2828415,255.2681342
19/09:00:44,255.15,255.2590092,255.2827088,255.267741
19/09:00:44,255.15,255.2579245,255.2825761,255.2673492
19/09:00:44,255.15,255.2568507,255.2824436,255.2669587
19/09:00:44,255.15,255.2557875,255.2823112,255.2665695
19/09:00:44,255.1,255.2542374,255.282129,255.2660152
19/09:00:46,255.15,255.2532002,255.281997,255.2656291
19/09:00:46,255.15,255.2521733,255.281865,255.2652443
19/09:00:46,255.15,255.2511566,255.2817332,255.2648608
19/09:00:46,255.15,255.2501501,255.2816016,255.2644786
19/09:00:46,255.15,255.2491536,255.28147,255.2640976
19/09:00:47,255.15,255.248167,255.2813386,255.2637179
19/09:00:47,255.15,255.2471902,255.2812073,255.2633395
19/09:00:47,255.15,255.2462231,255.2810762,255.2629623
19/09:00:47,255.15,255.2452657,255.2809452,255.2625864
19/09:00:47,255.15,255.2443178,255.2808143,255.2622118
19/09:00:47,255.15,255.2433793,255.2806836,255.2618383
19/09:00:47,255.15,255.2424501,255.2805529,255.2614662
19/09:00:47,255.15,255.2415302,255.2804225,255.2610952
19/09:00:47,255.15,255.2406195,255.2802921,255.2607255
19/09:00:47,255.15,255.2397178,255.2801619,255.2603571
19/09:00:47,255.15,255.2388251,255.2800318,255.2599898
19/09:00:47,255.15,255.2379413,255.2799018,255.2596238
19/09:00:47,255.15,255.2370662,255.279772,255.259259
19/09:00:48,255.1,255.2357024,255.2795923,255.258729
19/09:00:48,255.15,255.2348496,255.2794628,255.2583672
19/09:00:48,255.15,255.2340053,255.2793334,255.2580066
19/09:00:48,255.1,255.232672,255.2791541,255.2574807
19/09:00:48,255.15,255.2318494,255.279025,255.2571231
19/09:00:49,255.05,255.2300399,255.2787961,255.2564338
19/09:00:49,255.1,255.228746,255.2786174,255.2559132
19/09:00:49,255.15,255.2279624,255.2784889,255.2555608
19/09:00:49,255.1,255.2266892,255.2783105,255.2550431
19/09:00:50,255.05,255.2249311,255.2780823,255.2543608
19/09:00:50,255.05,255.2231905,255.2778543,255.2536807
19/09:00:50,255.05,255.2214672,255.2776266,255.2530029
19/09:00:50,255.05,255.219761,255.277399,255.2523273
19/09:00:50,255.05,255.2180719,255.2771718,255.251654
19/09:00:50,255.05,255.2163995,255.2769447,255.250983
19/09:00:50,255.05,255.2147438,255.2767179,255.2503141
19/09:00:50,255.1,255.2136021,255.2765412,255.2498139
19/09:00:50,255.1,255.2124717,255.2763648,255.2493154
19/09:00:50,255.05,255.2108551,255.2761385,255.2486521
19/09:00:50,255.05,255.2092545,255.2759125,255.247991
19/09:00:50,255.05,255.2076699,255.2756867,255.2473322
19/09:00:50,255.05,255.206101,255.2754611,255.2466755
19/09:00:51,255.05,255.2045478,255.2752358,255.246021
19/09:00:51,255.05,255.20301,255.2750107,255.2453687
19/09:00:51,255.05,255.2014875,255.2747858,255.2447185
19/09:00:51,255.05,255.1999802,255.2745611,255.2440705
19/09:00:51,255.1,255.1989854,255.2743866,255.2435911
19/09:00:51,255.05,255.1975029,255.2741623,255.2429469
19/09:00:52,255.05,255.1960352,255.2739383,255.2423048
19/09:00:52,255.05,255.1945821,255.2737145,255.2416648
19/09:00:52,255.05,255.1931435,255.2734909,255.241027
19/09:00:52,255.05,255.1917192,255.2732675,255.2403913
19/09:00:52,255,255.1898115,255.2729943,255.2395914
19/09:00:52,255.05,255.1884204,255.2727715,255.2389604
19/09:00:53,255.05,255.1870431,255.2725488,255.2383316
19/09:00:53,255.05,255.1856795,255.2723264,255.2377049
19/09:00:53,255.05,255.1843294,255.2721042,255.2370802
19/09:00:53,255.05,255.1829928,255.2718822,255.2364577
19/09:00:53,255.05,255.1816695,255.2716604,255.2358372
19/09:00:53,255.05,255.1803593,255.2714388,255.2352188
19/09:00:53,255.05,255.1790622,255.2712175,255.2346024
19/09:00:53,255.05,255.177778,255.2709964,255.2339881
19/09:00:53,255.05,255.1765066,255.2707755,255.2333758
19/09:00:53,255.05,255.1752478,255.2705549,255.2327656
19/09:00:53,255.05,255.1740016,255.2703344,255.2321574
19/09:00:53,255.05,255.1727677,255.2701142,255.2315512
19/09:00:53,255.05,255.1715462,255.2698942,255.230947
19/09:00:54,255.05,255.1703368,255.2696744,255.2303449
19/09:00:54,255.05,255.1691394,255.2694548,255.2297447
19/09:00:54,255.05,255.1679539,255.2692355,255.2291466
19/09:00:54,255.05,255.1667802,255.2690164,255.2285504
19/09:00:55,255.05,255.1656182,255.2687975,255.2279562
19/09:00:55,255,255.1639703,255.2685288,255.2271976
19/09:00:55,255,255.1623388,255.2682604,255.2264416
19/09:00:55,255.05,255.161221,255.2680422,255.2258544
19/09:00:56,255,255.1596168,255.2677743,255.2251028
19/09:00:56,255,255.1580285,255.2675067,255.2243537
19/09:00:56,255,255.1564561,255.2672393,255.2236071
19/09:00:57,255,255.1548993,255.2669722,255.222863
19/09:00:57,255,255.1533581,255.2667054,255.2221214
19/09:00:57,255,255.1518321,255.2664388,255.2213822
19/09:00:57,254.95,255.1498238,255.2661225,255.2204791
19/09:00:57,254.95,255.1478355,255.2658066,255.219579
19/09:00:57,254.95,255.145867,255.2654909,255.2186819
19/09:00:57,254.95,255.1439181,255.2651756,255.2177878
19/09:00:57,254.95,255.1419886,255.2648606,255.2168966
19/09:00:57,254.95,255.1400782,255.2645459,255.2160085
19/09:00:57,254.95,255.1381869,255.2642315,255.2151232
19/09:00:57,254.95,255.1363144,255.2639174,255.214241
19/09:00:57,255,255.134958,255.2636536,255.213528
19/09:00:57,255,255.1336152,255.2633901,255.2128174
19/09:00:57,255,255.1322857,255.2631268,255.2121092
19/09:00:57,255,255.1309694,255.2628638,255.2114034
19/09:00:57,255,255.1296662,255.2626011,255.2106999
19/09:00:58,255.05,255.1288735,255.2623886,255.2101651
19/09:00:58,255.05,255.1280887,255.2621763,255.2096321
19/09:00:58,255.05,255.1273117,255.2619643,255.2091009
19/09:00:58,255.05,255.1265424,255.2617524,255.2085714
19/09:00:58,255.05,255.1257808,255.2615407,255.2080437
19/09:00:58,255,255.1245293,255.2612793,255.2073514
19/09:00:58,255.05,255.1237877,255.2610682,255.2068278
19/09:00:58,255,255.122556,255.2608072,255.2061395
19/09:00:58,255,255.1213365,255.2605466,255.2054535
19/09:00:58,255,255.1201292,255.2602861,255.2047698
19/09:00:58,255.05,255.1194314,255.260076,255.2042548
19/09:00:58,255,255.118243,255.259816,255.203575
19/09:00:58,255,255.1170664,255.2595563,255.2028976
19/09:00:58,255,255.1159016,255.2592969,255.2022224
19/09:00:58,255,255.1147484,255.2590377,255.2015494
19/09:00:59,254.9,255.1126116,255.2586789,255.2005459
19/09:00:59,254.9,255.110496,255.2583204,255.1995458
19/09:00:59,254.95,255.108899,255.2580122,255.1987154
19/09:00:59,254.95,255.107318,255.2577043,255.1978877
19/09:00:59,254.95,255.1057526,255.2573968,255.1970628
19/09:00:59,254.95,255.1042028,255.2570896,255.1962406
19/09:00:59,254.95,255.1026685,255.2567826,255.1954212
19/09:00:59,254.95,255.1011494,255.256476,255.1946044
19/09:00:59,254.95,255.0996454,255.2561697,255.1937905
19/09:00:59,254.95,255.0981564,255.2558636,255.1929792
19/09:00:59,254.95,255.0966822,255.2555579,255.1921706
19/09:00:59,255,255.0957202,255.2553025,255.1915311
19/09:00:59,255,255.0947678,255.2550473,255.1908937
19/09:00:59,255,255.0938248,255.2547924,255.1902585
19/09:01:00,255,255.0928912,255.2545377,255.1896253
19/09:01:00,254.95,255.0914694,255.2542334,255.1888279
19/09:01:00,255,255.0905593,255.2539793,255.1881995
19/09:01:00,254.95,255.0891607,255.2536754,255.1874068
19/09:01:00,254.9,255.0872785,255.2533219,255.1864504
19/09:01:00,254.95,255.0859125,255.2530188,255.1856636
19/09:01:00,254.9,255.0840626,255.2526659,255.1847129
19/09:01:00,254.95,255.0827287,255.2523634,255.1839319
19/09:01:00,254.95,255.081408,255.2520612,255.1831534
19/09:01:00,254.9,255.0796029,255.2517093,255.1822111
19/09:01:00,254.95,255.0783134,255.2514077,255.1814384
19/09:01:00,254.95,255.0770366,255.2511065,255.1806682
19/09:01:00,254.95,255.0757726,255.2508055,255.1799006
19/09:01:00,254.95,255.0745211,255.2505049,255.1791355
19/09:01:00,254.95,255.0732821,255.2502045,255.178373
19/09:01:00,254.95,255.0720554,255.2499045,255.177613
19/09:01:00,254.95,255.0708409,255.2496047,255.1768556
19/09:01:00,254.9,255.069141,255.2492553,255.1759342
19/09:01:00,254.9,255.067458,255.2489062,255.175016
19/09:01:00,254.9,255.0657918,255.2485575,255.1741008
19/09:01:00,254.9,255.0641421,255.2482091,255.1731887
19/09:01:00,254.9,255.0625088,255.2478611,255.1722795
19/09:01:00,254.9,255.0608918,255.2475134,255.1713735
19/09:01:00,254.85,255.0587934,255.247116,255.170304
19/09:01:00,254.85,255.0567159,255.2467191,255.1692381
19/09:01:00,254.85,255.054659,255.2463226,255.1681757
19/09:01:00,254.85,255.0526226,255.2459265,255.1671169
19/09:01:00,254.85,255.0506064,255.2455308,255.1660616
19/09:01:00,254.85,255.0486103,255.2451354,255.1650098
19/09:01:00,254.85,255.0466341,255.2447405,255.1639615
19/09:01:00,254.85,255.0446776,255.2443459,255.1629167
19/09:01:00,254.85,255.0427405,255.2439518,255.1618754
19/09:01:00,254.85,255.0408227,255.243558,255.1608376
19/09:01:00,254.85,255.0389239,255.2431647,255.1598032
19/09:01:00,254.8,255.0365466,255.2427217,255.1586058
19/09:01:00,254.85,255.0346904,255.2423292,255.1575788
19/09:01:00,254.85,255.0328527,255.2419371,255.1565553
19/09:01:00,254.85,255.0310332,255.2415453,255.1555351
19/09:01:00,254.85,255.0292319,255.241154,255.1545184
19/09:01:00,254.85,255.0274485,255.240763,255.153505
19/09:01:00,254.85,255.0256829,255.2403725,255.152495
19/09:01:00,254.85,255.0239348,255.2399823,255.1514884
19/09:01:00,254.85,255.0222041,255.2395925,255.1504851
19/09:01:00,254.85,255.0204906,255.2392031,255.1494851
19/09:01:00,254.85,255.0187942,255.2388141,255.1484885
19/09:01:00,254.85,255.0171146,255.2384255,255.1474952
19/09:01:00,254.85,255.0154518,255.2380372,255.1465052
19/09:01:00,254.85,255.0138055,255.2376494,255.1455185
19/09:01:00,254.8,255.0116781,255.237212,255.1443687
19/09:01:00,254.85,255.0100694,255.2368249,255.1433891
19/09:01:00,254.85,255.0084766,255.2364383,255.1424128
19/09:01:00,254.85,255.0068998,255.2360521,255.1414397
19/09:01:00,254.8,255.004841,255.2356162,255.1403034
19/09:01:00,254.85,255.0033003,255.2352308,255.1393374
19/09:01:00,254.85,255.001775,255.2348458,255.1383745
19/09:01:00,254.85,255.0002648,255.2344611,255.1374149
19/09:01:00,254.85,254.9987696,255.2340768,255.1364584
19/09:01:00,254.85,254.9972893,255.233693,255.1355051
19/09:01:00,254.85,254.9958237,255.2333095,255.134555
19/09:01:00,254.85,254.9943728,255.2329263,255.1336081
19/09:01:00,254.85,254.9929362,255.2325436,255.1326643
19/09:01:00,254.85,254.991514,255.2321613,255.1317237
19/09:01:00,254.85,254.9901059,255.2317793,255.1307861
19/09:01:00,254.9,254.9892093,255.2314477,255.1300181
19/09:01:00,254.9,254.9883216,255.2311164,255.1292527
19/09:01:00,254.9,254.9874428,255.2307854,255.1284898
19/09:01:00,254.9,254.9865727,255.2304548,255.1277294
19/09:01:00,254.9,254.9857113,255.2301245,255.1269716
19/09:01:00,254.9,254.9848585,255.2297946,255.1262163
19/09:01:00,254.95,254.9845116,255.2295149,255.1256299
19/09:01:00,254.9,254.9836707,255.2291856,255.124879
19/09:01:00,254.95,254.9833357,255.2289065,255.124297
19/09:01:00,254.9,254.9825065,255.2285778,255.1235506
19/09:01:01,254.95,254.982183,255.2282993,255.1229731
19/09:01:01,254.95,254.9818628,255.2280212,255.1223975
19/09:01:01,254.95,254.9815457,255.2277433,255.1218238
19/09:01:01,254.95,254.9812318,255.2274657,255.121252
19/09:01:01,255,254.9814186,255.2272383,255.1208485
19/09:01:01,255,254.9816035,255.2270112,255.1204463
19/09:01:01,255,254.9817865,255.2267843,255.1200455
19/09:01:01,255,254.9819678,255.2265576,255.119646
19/09:01:01,255.05,254.9826447,255.2263812,255.1194142
19/09:01:01,255.05,254.9833149,255.2262049,255.1191833
19/09:01:01,255,254.9834809,255.2259788,255.1187866
19/09:01:01,255.05,254.9841428,255.2258029,255.1185577
19/09:01:01,255.05,254.9847981,255.2256272,255.1183296
19/09:01:01,255.05,254.9854469,255.2254516,255.1181022
19/09:01:01,255.05,254.9860892,255.2252763,255.1178756
19/09:01:01,255.05,254.9867251,255.2251011,255.1176497
19/09:01:01,255,254.9868572,255.2248761,255.1172582
19/09:01:01,255,254.986988,255.2246513,255.116868
19/09:01:01,255,254.9871175,255.2244268,255.1164791
19/09:01:01,255,254.9872456,255.2242025,255.1160914
19/09:01:01,255,254.9873726,255.2239784,255.1157051
19/09:01:02,255,254.9874982,255.2237545,255.1153201
19/09:01:02,255,254.9876226,255.2235309,255.1149363
19/09:01:02,255,254.9877458,255.2233075,255.1145538
19/09:01:02,255,254.9878677,255.2230843,255.1141726
19/09:01:02,255,254.9879884,255.2228613,255.1137927
19/09:01:02,255,254.9881079,255.2226386,255.113414
19/09:01:02,255,254.9882263,255.222416,255.1130366
19/09:01:02,255,254.9883434,255.2221937,255.1126604
19/09:01:02,255,254.9884594,255.2219716,255.1122855
19/09:01:02,255,254.9885742,255.2217498,255.1119118
19/09:01:02,255,254.9886879,255.2215281,255.1115394
19/09:01:02,255,254.9888005,255.2213067,255.1111682
19/09:01:02,255,254.9889119,255.2210855,255.1107983
19/09:01:02,255,254.9890222,255.2208645,255.1104296
19/09:01:02,255,254.9891315,255.2206438,255.1100621
19/09:01:02,255,254.9892396,255.2204233,255.1096958
19/09:01:02,255,254.9893467,255.2202029,255.1093308
19/09:01:02,255,254.9894527,255.2199829,255.108967
19/09:01:02,255,254.9895576,255.219763,255.1086043
19/09:01:02,255,254.9896615,255.2195433,255.1082429
19/09:01:02,255,254.9897644,255.2193239,255.1078827
19/09:01:02,254.95,254.9893687,255.2190547,255.1073573
19/09:01:02,254.95,254.988977,255.2187858,255.1068337
19/09:01:02,254.95,254.9885892,255.2185171,255.1063118
19/09:01:02,254.95,254.9882052,255.2182488,255.1057916
19/09:01:02,254.95,254.9878251,255.2179806,255.1052731
19/09:01:02,254.95,254.9874487,255.2177128,255.1047564
19/09:01:02,254.95,254.9870761,255.2174452,255.1042414
19/09:01:03,254.95,254.9867072,255.2171779,255.1037282
19/09:01:03,254.95,254.9863419,255.2169109,255.1032166
19/09:01:03,254.95,254.9859803,255.2166441,255.1027067
19/09:01:03,254.95,254.9856223,255.2163776,255.1021985
19/09:01:03,254.95,254.9852678,255.2161113,255.101692
19/09:01:03,254.95,254.9849169,255.2158453,255.1011872
19/09:01:03,254.95,254.9845695,255.2155796,255.1006841
19/09:01:03,254.95,254.9842255,255.2153142,255.1001827
19/09:01:03,255,254.9843825,255.215099,255.0998493
19/09:01:03,255,254.9845379,255.214884,255.099517
19/09:01:03,255,254.9846917,255.2146692,255.0991858
19/09:01:04,254.9,254.983849,255.2143547,255.098523
19/09:01:04,254.9,254.9830147,255.2140405,255.0978624
19/09:01:04,254.9,254.9821887,255.2137266,255.0972039
19/09:01:04,254.85,254.9808734,255.2133631,255.0963813
19/09:01:04,254.8,254.9790736,255.2129499,255.095395
19/09:01:04,254.9,254.9782868,255.2126371,255.0947447
19/09:01:04,254.85,254.9770103,255.2122747,255.0939303
19/09:01:04,254.85,254.9757466,255.2119126,255.0931185
19/09:01:04,254.85,254.9744953,255.2115508,255.0923095
19/09:01:04,254.85,254.9732566,255.2111895,255.0915031
19/09:01:04,254.8,254.9715326,255.2107785,255.0905331
19/09:01:04,254.8,254.9698258,255.2103679,255.0895662
19/09:01:04,254.85,254.9686335,255.2100077,255.088769
19/09:01:04,254.85,254.9674531,255.2096479,255.0879744
19/09:01:04,254.9,254.9667819,255.2093384,255.0873489
19/09:01:04,254.85,254.9656199,255.2089792,255.0865591
19/09:01:04,254.85,254.9644695,255.2086204,255.0857718
19/09:01:04,254.9,254.963828,255.208312,255.0851536
19/09:01:04,254.9,254.9631929,255.2080038,255.0845375
19/09:01:04,254.95,254.9630616,255.2077459,255.0840898
19/09:01:04,254.95,254.9629317,255.2074883,255.0836435
19/09:01:04,254.95,254.962803,255.207231,255.0831988
19/09:01:04,254.95,254.9626756,255.2069739,255.0827556
19/09:01:05,254.95,254.9625495,255.206717,255.0823138
19/09:01:05,254.95,254.9624246,255.2064604,255.0818735
19/09:01:05,254.9,254.9618035,255.2061541,255.0812682
